name,line
Master Prank Caller,"I'm a sure glad I ain't Joe Mama! (Mordecai & Rigby both laugh at the prank call video) Oh, yeah! You just got pranked by the Master Prank Caller!"
Rigby,"The Master Prank Caller is the funniest thing on the internet, right, Mordecai?"
Mordecai,"Ye-e-eyah, I guess he's pretty funny. But you know what's even funnier than watching prank phone calls?"
Rigby,"Hmm, hmm, hmm!"
Pops,Hello?
Rigby,"[On the phone, off-screen] Hello, Pops?"
Pops,Yes?
Rigby,"[On the phone, off-screen] Please hold for a collect call from... JOE MAMA!!!"
Skips,Hello?
Rigby,"Hey, Skips, do you have a son named ""Joe Mama""?"
Skips,Excuse me?
Benson,Hello?
Mordecai,"Hey, Benson, you got any books by ""Joe Mama""?"
Benson,Who is this?! (Mordecai and Rigby laugh even harder than before. Mordecai lets go of the phone with Benson still talking)
Benson,"[On the phone, off-screen] WHEREVER THIS IS COMING FROM, I WILL TRACK YOU DOWN AND I WILL FIND YOU, AND IF IT...!!!"
Mordecai,"Oh, dude, he's still on the phone!"
Rigby,HE'S STILL ON THE PHONE?!?!?!
Mordecai,"HE'S STILL ON THE PHONE! H, HA, HA, HA!!!"
Rigby,"O-O-O-h! Oh, Mordecai, we're the best prank callers ever, aren't we?"
Mordecai,"Yeah, second best."
Rigby,What? Uh. Did you not hear what we just did? We were hilarious!
Mordecai,"Yeah, we were. But we're not number one until we do this."
Rigby,Who are you calling? (Mordecai stops shifting through pages and points to a number on the book)
Mordecai,The Master Prank Caller.
Rigby,Holy crap.
Benson,"[off-screen] HANG UP THAT PHONE! [on-screen] You think your little pranks are funny? Huh?! You think they're funny?! Well, what do you guys think of my prank? (walking towards the phone, he pretends to think he's being called by someone) Ring, ring. Hello, what's that? Mordecai and Rigby are banned from using the house phone? Okay. GRRRRGHHHH!!!!!! (Suddenly, Benson's face turns red. He pulls the phone from the wall and smashes it to pieces on the floor) GRRGHH!!!! GUGHHH!!!! GAAGGHHHHH!!!!!"
Benson,GOOD LUCK MAKING YOUR PRANK CALLS NOW!!!!!!!!
Mordecai,"Dude, let's go use Pops' phone."
Mordecai and Rigby,"Pops, can we borrow your phone?"
Pops,"Oh, I would, but I'm holding to talk with Joe Mama. (A pulse tone is heard from the phone) But you're welcome to use the phones under my bed."
Mordecai,"Aw, cool! What kind are they? (Rigby pulls a case from under Pops' bed and opens it to find 80s brick-sized phones.)"
Rigby,"Aw, '80s cellphones!"
Rigby,"Cool. Thanks, Pops."
Pops,"Oh, and boys... do be careful. I think they might cause brain tumors. (Dramatic music plays as Pops turns back to the phone and then his head starts to throb. Mordecai and Rigby exchange knowing glances.)"
Rigby,Alright. Now let's prank the Master Prank Caller.
Mordecai,"Okay, here I go. (Mordecai dials the phone and the telephone rings. The Master Prank Caller picks up to answer.)"
Master Prank Caller,Hello?
Mordecai,"Yeah, this is, uh, pizza delivery guy? I have 50 pizzas here that you ordered. (Mordecai and Rigby snicker)"
Master Prank Caller,Sounds great. Bring 'em over.
Mordecai,"Uh, you ordered 50 pizzas?"
Master Prank Caller,"Yeah, and hot wings. Get here quick, okay? Your mom's like totally starving."
Mordecai,"Yeah, uh, okay. I gotta go. (Mordecai hangs up the phone)"
Rigby,Let me take a crack at it. (Rigby dials and the telephone rings again)
Master Prank Caller,Hello?
Rigby,"(Idiotic voice) Hi, this is Stan."
Master Prank Caller,Stan who?
Rigby,Uh... Stan... (Normal voice) Stanminson.
Master Prank Caller,Your name is Stan Stanminson?
Rigby,Uh... yep.
Master Prank Caller,"Well, congrats. That's the stupidest fake name I've ever heard. And what happened to your unfunny fake voice?"
Rigby,I don't know.
Master Prank Caller,"Now listen up, stop calling here or I'm gonna make you sorry! (MPC hangs up phone)"
Mordecai,"Whoa, this guy's good. I don't know, maybe we shouldn't do this."
Rigby,"What, you givin' up? Dude, we can prank this guy. Do you want to be this guy's son, or do you want to be number one?"
Mordecai,"Hmm, hmm, let's do it. (Mordecai dials the phone) Hello, Master Prank Caller, this is..."
Master Prank Caller,[off-screen] Did it. (MPC hangs up)
Rigby,Hmm.
Rigby,"Yeah, buddy, it's Joe Ma...!"
Master Prank Caller,[off-screen] Heard it. (MPC hangs up)
Mordecai,"Yeah, hello?"
Master Prank Caller,[off-screen] You got anything original? (MPC hangs up)
Rigby,"""Yeah, hello?"" Dude, that was the worst try yet."
Rigby,Time to put an end to this junk fest. Hmm.
Mordecai,Looks like the junk fest just got a new member.
Rigby,"Yeah, right, like your ""50 pizzas"" thing was way better."
Mordecai,"Whatever Stan Manastan, man. (Laughs)"
Mordecai,"Pff, nice try, dude. I know it's you."
Rigby,"Uh... not me, dude."
Mordecai,Hello?
Master Prank Caller,Is this the pizza guy or Stan Stanminson?
Mordecai,Uh... both?
Master Prank Caller,"[on-screen] I warned you to leave me alone. Now I'm gonna prank you so hard, you're both gonna poop a duke. [off-screen] The 1980's called: they want their cell phones back!"
Mordecai and Rigby,AAAAAAAAAAAAAHHHHHHHHHHHHHHH!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Rigby,Where are we?
Mordecai,"Dude, I think we're back at the park."
Rigby,Are we?
Mordecai,What do you mean?
Rigby,"(eyeing the spots) Dude, all the trees are small, and look at that park bench, it's so new looking. I'm telling you, something weird's going on."
Mordecai,"Look, there's Pops. Let's go ask him. (Pops is facing away from the duo, working on planting a tree) Pops! Hey, Pops, can you tell Rigby here that everything is fine?"
Pops,What now?
Mordecai,Why does Pops look so young?
Pops,"Now then, who are you two gentlemen? How do you know my name?"
Mordecai,"Pops, It's us, Mordecai and Rigby."
Pops,But I've never met either of you gentlemen in my entire life.
Mordecai,What?
Rigby,"I'm telling you, dude, something weird's going on."
Rigby,"Hey, guys!"
Rigby,You notice anything strange going on around here?
Rigby,"Fresh? Barf me out? Homefries? We're in the '80s, dude! Pops, what year is this?"
Pops,"Well, it's 1982, of course."
Rigby,See?
Mordecai,"Dude, this is bad."
Rigby,"I know, I don't even like the '80s that much!"
Mordecai,The only way we're gonna get back is that we prank him harder than he pranked us.
Rigby,Let's do it.
Master Prank Caller,Hello?
Mordecai,"The '60s called, they want..."
Master Prank Caller,"[off-screen] What did I tell you about calling me?! (A yellow, sparkling cloud begins to shoot out of the top of the phone, shocking Mordecai and Rigby)"
Rigby,Hang up! Hang up!
Mordecai,I can't! (Mordecai drops the phone)
Master Prank Caller,You couldn't leave me alone. Now you're gonna pay! (MPC dials on himself)
Mordecai,We should get out of here.
Rigby,The cart!
Rigby,Hello?
Master Prank Caller,[off-screen] The '80s called. They still want ya!
Mordecai,"Aw, man, these aren't even the cool clothes from the '80s!"
Rigby,"Listen, just leave us alone, will you?!"
Master Prank Caller,[off-screen] Don't you ever hang up on me!
Mordecai,"Dude, you have to call somebody to help us prank this guy!"
Rigby,Who?!
Mordecai,Just call somebody!
Pops,"Ooh, telephone. Hello?"
Rigby,"Pops, you gotta help us; we're stuck in the '80s!"
Benson,Who are you talking to?
Pops,Why it's Mordecai and Rigby. They're stuck in the 1980's.
Benson,"Oh, really?"
Benson,Hello?
Mordecai,"Benson, you have got to help us! We're stuck in 1982!"
Benson,"Oh, wow. That's really something, Mordecai."
Mordecai,Crap! He thinks we're pranking him!
Rigby,What? Give me that!
Rigby,"The '80s [off-screen] called, they want their cell phones back!"
Benson,What happened?
Mordecai,We need your help to prank the Master Prank Caller.
Benson,Who?
Skips,Why did you prank him?
Benson,I'll take care of this. Hello?
Master Prank Caller,"Nice ride, but I like mine better."
Master Prank Caller,Blargh!
Skips,"Forget the phone, hold the wheel steady."
Mordecai,"Don't answer it, don't answer!"
Skips,"Mordecai, look out!"
Rigby,"Dude, we just hit past Pops!"
Clerk,"Uh, can I help you with anything?"
Mordecai,"Dude, I got an idea."
Mordecai,"Quick, get to the field! Everybody hide! (The answering machine trap is deployed) Over there!"
Mordecai,"Man, I hope this works."
Rigby,"It will, Mordecai. It has to."
Voice of Mordecai,Hello?
Master Prank Caller,[off-screen] This is The Master Prank Caller telling you--
Voice of Mordecai,Hello?
Master Prank Caller,[off-screen] I said this is The Master Prank--
Voice of Mordecai,"Hello? uh.. I'm sorry, I can't hear you."
Master Prank Caller,[off-screen] I said this is The Master Prank Caller!
Voice of Mordecai,"Hello, hello, are you there?"
Master Prank Caller,[off-screen] RRRRGH! (The Master Prank Caller appears next to the phone and tape recorder) I SAID-- (Realizes that the voice is coming from a recorder - he's been psyched)
Voice of Mordecai,"Ha ha! Just kidding. You just got pranked, loser! (Recording stops)"
Master Prank Caller,NOOOOOOOOO!!!
Mordecai,"Now! (Mordecai, Rigby, Skips, Pops and Benson jump out of the bushes and make a dog pile on the Master Prank Caller, holding him down)"
Mordecai,"Now, Rigby, hit the power button!"
Rigby,"Who's the best prank caller now, jerk-dish?! (Rigby climbs up the phone and hits the power button)"
Master Prank Caller,"No! No! NOOOOOOO- (Shut down, the MPC falls to the ground and makes no movement Mordecai and Rigby laugh)"
Mordecai and Rigby,"In your face! Who's the master prank caller now, you loser?"
Mordecai,"Guys, this is it; it's the way back! Come on!"
Mordecai,One of these doors leads us back to the present.
Benson,There it is.
Master Prank Caller,"Wait. (MPC's speaker breaks, revealing his true identity - a thin, undead-looking man) You guys were better than me today, but you can't leave me here. All I ever wanted to do was make prank calls like you. Was that so wrong? (The Master Prank Caller splutters and moans. Mordecai and Rigby look at each other)"
Benson,Hello?
Rigby and the Master Prank Caller,"(To each other off-screen) 1, 2, 3. (Into the phone off-screen) The '70s called: they want their chair back!"
